school_id,state,geographic_school_district,children_5_17_saipe_estimate,poverty_saipe_estimate,single_parent_estimate,single_parent_margin_of_error,hhs_with_vulnerable_job_estimate,vulnerable_job_margin_of_error,crowded_conditions_estimate,hh_with_crowded_conditions_margin_of_error,no_computer_or_internet_estimate,no_computer_or_internet_margin_of_error,children_with_disability,children_with_disability_margin_of_error,linguistically_isolated_children,linguistically_isolated_children_margin_of_error
8820,Washington,Tenino School District,1436,0.08575031161308289,0.26430976390838623,18%-35%,0.2622569799423218,22%-31%,0.025244299322366714,1%-4%,0.10473457723855972,2%-19%,0.03481893986463547,1%-6%,0.013231197372078896,0%-4%
8850,Washington,Thorp School District,194,0.08856088668107986,0.26829269528388977,2%-51%,0.18219749629497528,11%-26%,0.04272151738405228,0%-10%,0.035971224308013916,0%-10%,0,0%-9%,0,0%-12%
8910,Washington,Toledo School District,370,0.1166892796754837,0.3765822649002075,18%-57%,0.2846924066543579,21%-36%,0.007421150337904692,0%-3%,0.1527196615934372,1%-30%,0.0810810774564743,2%-14%,0,0%-6%
8940,Washington,Tonasket School District,1057,0.21796071529388428,0.25796177983283997,11%-41%,0.2652757167816162,21%-32%,0.048847608268260956,2%-8%,0.04351329430937767,1%-8%,0.041627246886491776,0%-9%,0.05960264801979065,0%-14%
8970,Washington,Toppenish School District,3391,0.26813367009162903,0.3961551785469055,33%-47%,0.21154522895812988,18%-24%,0.1496947556734085,11%-19%,0.2860732972621918,19%-38%,0.047183722257614136,2%-7%,0.18106752634048462,11%-25%
9000,Washington,Touchet School District,237,0.11574073880910873,0.15420560538768768,7%-24%,0.18433931469917297,12%-25%,0.011600928381085396,0%-8%,0.08053690940141678,1%-15%,0.1181434616446495,2%-22%,0,0%-10%
9030,Washington,Toutle Lake School District,443,0.1091492772102356,0.27317073941230774,10%-45%,0.24636510014533997,17%-32%,0.027002699673175812,0%-6%,0.12844036519527435,0%-26%,0.09706546366214752,2%-17%,0,0%-5%
9060,Washington,Trout Lake School District,128,0.23529411852359772,0.2786885201931,3%-53%,0.09582309424877167,1%-19%,0.005865102633833885,0%-9%,0.14364640414714813,0%-29%,0.078125,0%-23%,0,0%-19%
9100,Washington,Tumwater School District,6074,0.06978174299001694,0.2993004322052002,25%-35%,0.25575244426727295,23%-28%,0.013863101601600647,1%-2%,0.049980923533439636,2%-8%,0.03589067980647087,2%-5%,0.001975633902475238,0%-1%
9150,Washington,Union Gap School District,894,0.2654600441455841,0.5194109678268433,29%-74%,0.48260870575904846,39%-58%,0.0909886285662651,4%-15%,0.1900532841682434,4%-34%,0.09172259271144867,3%-15%,0.1085011214017868,0%-22%
9180,Washington,University Place School District,5385,0.10014646500349045,0.4063412547111511,34%-47%,0.28227147459983826,26%-31%,0.014285714365541935,1%-2%,0.048191145062446594,1%-9%,0.07130919396877289,4%-11%,0.025255339220166206,1%-4%
9240,Washington,Valley School District,252,0.1304347813129425,0.12558139860630035,0%-28%,0.1446700543165207,7%-22%,0.0657370537519455,1%-12%,0.1726384311914444,6%-29%,0.0714285746216774,2%-13%,0,0%-10%
9270,Washington,Vancouver Public Schools,25343,0.12345828115940094,0.3030169606208801,28%-33%,0.29249483346939087,28%-31%,0.030682146549224854,3%-3%,0.056868936866521835,4%-7%,0.05942469462752342,5%-7%,0.059858739376068115,5%-7%
9300,Washington,Vashon Island School District,1470,0.06407447904348373,0.29832571744918823,16%-44%,0.22576257586479187,18%-27%,0.015552099794149399,0%-3%,0.04988532140851021,0%-12%,0.040816325694322586,1%-8%,0,0%-3%
9330,Washington,Wahkiakum School District,420,0.13565891981124878,0.20000000298023224,6%-34%,0.23643054068088531,15%-32%,0.007971014827489853,0%-3%,0.15819208323955536,1%-30%,0.0595238097012043,1%-11%,0,0%-6%
9360,Washington,Wahluke School District,2961,0.16472114622592926,0.4055117964744568,24%-58%,0.06234598159790039,4%-9%,0.2412469983100891,18%-31%,0.2576620578765869,19%-33%,0.014184396713972092,0%-3%,0.23167848587036133,16%-31%
9390,Washington,Waitsburg School District,220,0.18305084109306335,0.2791878283023834,5%-51%,0.21292217075824738,16%-26%,0.0272000003606081,0%-8%,0.06766917556524277,0%-15%,0.05000000074505806,1%-9%,0,0%-11%
9450,Washington,Walla Walla Public Schools,5744,0.13512587547302246,0.34986594319343567,29%-41%,0.25034940242767334,23%-27%,0.014971316792070866,1%-2%,0.1236489936709404,8%-16%,0.06841921806335449,5%-9%,0.043871864676475525,2%-7%
9480,Washington,Wapato School District,3177,0.23937676846981049,0.38549482822418213,32%-45%,0.24461759626865387,22%-27%,0.1354195475578308,11%-16%,0.1971350610256195,15%-24%,0.04091910645365715,1%-7%,0.06421151757240295,3%-10%
9510,Washington,Warden School District,825,0.21395349502563477,0.39920949935913086,28%-52%,0.16955018043518066,12%-22%,0.060457516461610794,3%-10%,0.25401070713996887,14%-37%,0.03272727131843567,1%-6%,0.15757575631141663,6%-26%
9540,Washington,Washougal School District,3673,0.08258380740880966,0.23109936714172363,16%-30%,0.2745240032672882,24%-31%,0.02053171955049038,1%-3%,0.03942288085818291,1%-7%,0.05091205984354019,2%-8%,0.016879934817552567,0%-4%
9570,Washington,Washtucna School District,69,0.14000000059604645,0.24137930572032928,0%-49%,0.0859375,0%-29%,0.0181818176060915,0%-18%,0.04301075264811516,0%-24%,0.043478261679410934,0%-23%,0,0%-35%
9600,Washington,Waterville School District,291,0.06397306174039841,0.25217390060424805,6%-44%,0.2680628299713135,20%-34%,0.017942583188414574,0%-5%,0.1355140209197998,1%-26%,0.017182130366563797,0%-6%,0,0%-8%
9630,Washington,Wellpinit School District,256,0.2687224745750427,0.8597561120986938,72%-100%,0.14067278802394867,5%-23%,0.021479712799191475,0%-8%,0.2543352544307709,17%-34%,0.05078125,1%-9%,0,0%-9%
9660,Washington,Wenatchee School District,8103,0.14809714257717133,0.2716204822063446,21%-33%,0.2884397506713867,26%-32%,0.03487877547740936,2%-5%,0.19958940148353577,12%-28%,0.06960385292768478,5%-9%,0.04516845569014549,1%-8%
9690,Washington,West Valley School District,3028,0.10575427860021591,0.24857468903064728,19%-31%,0.2798248529434204,25%-31%,0.0181110966950655,1%-3%,0.058851562440395355,3%-8%,0.0386393666267395,2%-6%,0,0%-1%
9720,Washington,West Valley School District,5225,0.11307483911514282,0.25625768303871155,18%-34%,0.2646831274032593,24%-29%,0.01988106779754162,1%-3%,0.08539603650569916,5%-12%,0.06660287082195282,3%-11%,0.03253588452935219,1%-6%
9750,Washington,White Pass School District,187,0.15473441779613495,0.33125001192092896,13%-53%,0.27290835976600647,17%-37%,0.01257070992141962,0%-4%,0.10958904027938843,0%-24%,0.026737967506051064,0%-11%,0,0%-13%
9780,Washington,White River School District,4220,0.04544446989893913,0.28599441051483154,20%-37%,0.25796762108802795,23%-29%,0.015857988968491554,1%-3%,0.04023689404129982,1%-7%,0.023222748190164566,1%-4%,0.009004739113152027,0%-3%
9810,Washington,White Salmon Valley School District,1401,0.11823802441358566,0.15602189302444458,6%-25%,0.1645844578742981,12%-21%,0.0739051103591919,4%-11%,0.09090909361839294,3%-15%,0.009992862120270729,0%-3%,0.03354746475815773,0%-8%
9840,Washington,Wilbur School District,253,0.12682926654815674,0.16521738469600677,4%-29%,0.18899083137512207,12%-26%,0.012612612918019295,0%-6%,0,0%-7%,0.1462450623512268,7%-23%,0,0%-9%
9870,Washington,Willapa Valley School District,368,0.21944443881511688,0.0997067466378212,0%-25%,0.105596624314785,6%-15%,0,0%-3%,0.1596452295780182,0%-33%,0.06521739065647125,0%-13%,0,0%-7%
9900,Washington,Wilson Creek School District,49,0.1666666716337204,0.5416666865348816,23%-85%,0.27218934893608093,9%-45%,0,0%-14%,0.22641509771347046,0%-64%,0,0%-35%,0,0%-49%
9930,Washington,Winlock School District,969,0.19284802675247192,0.40281689167022705,21%-59%,0.3199029266834259,27%-37%,0.07903587073087692,4%-12%,0.1939849555492401,9%-30%,0.23116615414619446,11%-36%,0.030959751456975937,0%-8%
9990,Washington,Wishkah Valley School District,189,0.1550387591123581,0.1835443079471588,0%-37%,0.22084367275238037,15%-29%,0.026706231757998466,0%-10%,0,0%-9%,0.10052909702062607,0%-21%,0,0%-13%
10020,Washington,Wishram School District,68,0.1538461595773697,0.4385964870452881,6%-82%,0.3684210479259491,21%-53%,0.07389162480831146,0%-22%,0.3388429880142212,6%-61%,0.20588235557079315,0%-41%,0,0%-35%
10050,Washington,Woodland School District,2088,0.14032121002674103,0.39140400290489197,29%-50%,0.23840272426605225,19%-28%,0.04324324429035187,1%-7%,0.10438056290149689,3%-18%,0.04885057359933853,1%-8%,0.008620689623057842,0%-3%
10110,Washington,Yakima School District,15488,0.2589118182659149,0.5361025333404541,49%-58%,0.30330607295036316,28%-33%,0.09278612583875656,8%-11%,0.20874977111816406,17%-25%,0.08322571963071823,7%-10%,0.13688015937805176,11%-16%
10140,Washington,Yelm Community Schools,5677,0.10613516718149185,0.33433854579925537,27%-40%,0.26847100257873535,24%-30%,0.023298751562833786,1%-3%,0.031113876029849052,1%-5%,0.07257354259490967,4%-10%,0,0%-1%
10170,Washington,Zillah School District,1462,0.15296989679336548,0.21439628303050995,12%-31%,0.2569786608219147,17%-34%,0.04443225637078285,1%-8%,0.039487726986408234,0%-10%,0.04377565160393715,1%-8%,0.02257181890308857,0%-5%
30,West Virginia,Barbour County School District,2495,0.2418891191482544,0.3067227005958557,23%-39%,0.2556923031806946,21%-30%,0.0104426434263587,0%-2%,0.15163204073905945,8%-23%,0.06212424859404564,4%-9%,0,0%-1%
60,West Virginia,Berkeley County School District,19876,0.13885286450386047,0.3730817437171936,33%-41%,0.2923433482646942,27%-31%,0.02430788427591324,2%-3%,0.08239533752202988,6%-10%,0.07763131707906723,6%-10%,0.0015596699668094516,0%-0%
90,West Virginia,Boone County School District,3753,0.24025791883468628,0.33469387888908386,26%-41%,0.23479300737380981,19%-28%,0.01486663706600666,1%-2%,0.11706629395484924,8%-16%,0.10844657570123672,7%-15%,0,0%-1%
120,West Virginia,Braxton County School District,2122,0.2663390636444092,0.29197993874549866,19%-39%,0.3319748044013977,28%-39%,0.017301037907600403,0%-3%,0.262937068939209,18%-35%,0.08152686059474945,5%-11%,0,0%-2%
150,West Virginia,Brooke County School District,3081,0.18314149975776672,0.34368932247161865,26%-43%,0.27500244975090027,24%-31%,0.02179371379315853,1%-3%,0.136862650513649,9%-19%,0.07172995805740356,4%-10%,0,0%-1%
180,West Virginia,Cabell County School District,13430,0.21944838762283325,0.383803129196167,35%-42%,0.3248423933982849,31%-34%,0.008176037110388279,1%-1%,0.17755568027496338,15%-21%,0.06440804153680801,5%-8%,0,0%-0%
210,West Virginia,Calhoun County School District,1120,0.2634671926498413,0.1870824098587036,6%-31%,0.16386745870113373,11%-22%,0.0024441340938210487,0%-2%,0.12652233242988586,5%-20%,0.09107142686843872,4%-14%,0.0026785715017467737,0%-3%
240,West Virginia,Clay County School District,1486,0.30083566904067993,0.4478673040866852,31%-59%,0.20461538434028625,15%-26%,0.015639374032616615,0%-3%,0.05686965212225914,1%-10%,0.0847913846373558,3%-14%,0,0%-2%
270,West Virginia,Doddridge County School District,1032,0.2134944647550583,0.17007672786712646,7%-27%,0.2621557414531708,20%-33%,0.014355874620378017,0%-3%,0.17820324003696442,7%-29%,0.023255813866853714,0%-5%,0,0%-3%
300,West Virginia,Fayette County School District,6584,0.25902432203292847,0.3706880509853363,30%-44%,0.30017024278640747,27%-33%,0.015959538519382477,1%-2%,0.11564625799655914,9%-15%,0.10373633354902267,8%-13%,0,0%-1%
330,West Virginia,Gilmer County School District,845,0.23508772253990173,0.2666666805744171,15%-38%,0.23580293357372284,18%-29%,0.001498127356171608,0%-2%,0.15806715190410614,8%-24%,0.027218934148550034,0%-5%,0,0%-4%
360,West Virginia,Grant County School District,1635,0.2013588696718216,0.3004663586616516,17%-43%,0.23728813230991364,19%-28%,0.006365232635289431,0%-2%,0.15280289947986603,6%-25%,0.0458715595304966,2%-8%,0,0%-2%
390,West Virginia,Greenbrier County School District,5088,0.20493128895759583,0.3228435516357422,27%-38%,0.3528938293457031,32%-39%,0.011056591756641865,1%-2%,0.11101474612951279,8%-15%,0.06800314784049988,5%-9%,0.004323899280279875,0%-1%
420,West Virginia,Hampshire County School District,3336,0.271945983171463,0.4180445671081543,33%-51%,0.28223034739494324,24%-32%,0.025975370779633522,1%-4%,0.17277726531028748,11%-24%,0.06324940174818039,2%-10%,0,0%-1%
450,West Virginia,Hancock County School District,4267,0.17546361684799194,0.4107872545719147,33%-49%,0.2981027662754059,26%-33%,0.012916437350213528,1%-2%,0.11012060940265656,7%-15%,0.04734005033969879,2%-8%,0,0%-1%
480,West Virginia,Hardy County School District,2077,0.1904076784849167,0.3739837408065796,26%-49%,0.2601120173931122,21%-31%,0.0032602788414806128,0%-1%,0.1264529824256897,6%-19%,0.0356283113360405,1%-7%,0.014925372786819935,0%-4%
510,West Virginia,Harrison County School District,10661,0.21825137734413147,0.29179897904396057,25%-33%,0.2879106104373932,27%-31%,0.017786849290132523,1%-2%,0.10596616566181183,8%-13%,0.10655660927295685,8%-13%,0.0034705938305705786,0%-1%
540,West Virginia,Jackson County School District,4684,0.2212989330291748,0.314766526222229,23%-40%,0.2571757733821869,22%-29%,0.013955985195934772,0%-2%,0.14312946796417236,9%-20%,0.06511528789997101,4%-9%,0.0017079418757930398,0%-1%
570,West Virginia,Jefferson County School District,9599,0.0983862578868866,0.2615439295768738,23%-30%,0.29018741846084595,27%-31%,0.017324719578027725,1%-2%,0.08321502059698105,6%-11%,0.06333993375301361,5%-8%,0.0009375976515002549,0%-1%
600,West Virginia,Kanawha County School District,27429,0.2211807370185852,0.40856894850730896,38%-44%,0.27567124366760254,26%-29%,0.01140526495873928,1%-1%,0.12161404639482498,10%-14%,0.0703999400138855,6%-8%,0.0012031062506139278,0%-0%
630,West Virginia,Lewis County School District,2424,0.23349244892597198,0.3909774422645569,29%-49%,0.3004871904850006,26%-34%,0.02052607573568821,1%-3%,0.13377255201339722,9%-17%,0.05816831812262535,3%-9%,0,0%-1%
660,West Virginia,Lincoln County School District,3495,0.26350149512290955,0.24645891785621643,14%-35%,0.28013408184051514,24%-32%,0.0173879936337471,1%-3%,0.07896959781646729,5%-11%,0.15736766159534454,10%-21%,0,0%-1%
690,West Virginia,Logan County School District,5054,0.2971324026584625,0.31389325857162476,24%-39%,0.28862494230270386,25%-32%,0.013909909874200821,1%-2%,0.08198598027229309,5%-11%,0.07459437847137451,5%-10%,0,0%-1%
720,West Virginia,Marion County School District,7977,0.1996811032295227,0.31872686743736267,27%-37%,0.26819661259651184,25%-29%,0.01791474223136902,1%-2%,0.1082666665315628,8%-14%,0.07847561687231064,6%-10%,0,0%-1%
750,West Virginia,Marshall County School District,4710,0.17502811551094055,0.29558494687080383,22%-37%,0.3005036413669586,27%-33%,0.010546108707785606,0%-2%,0.2037418782711029,13%-27%,0.06390658020973206,4%-9%,0,0%-1%
780,West Virginia,Mason County School District,4160,0.2264741212129593,0.2765395939350128,19%-36%,0.2543624937534332,21%-30%,0.016683565452694893,1%-3%,0.1537363976240158,11%-20%,0.09375,6%-13%,0,0%-1%
810,West Virginia,McDowell County School District,2816,0.3952813148498535,0.2997802197933197,23%-37%,0.2142324000597,18%-25%,0.017896510660648346,1%-3%,0.2801319360733032,19%-37%,0.09765625,7%-13%,0,0%-1%
840,West Virginia,Mercer County School District,8862,0.3569646179676056,0.4510900676250458,38%-52%,0.32197704911231995,30%-35%,0.008962302468717098,0%-1%,0.15658651292324066,12%-19%,0.12638230621814728,10%-16%,0,0%-1%
870,West Virginia,Mineral County School District,4144,0.18554094433784485,0.4411683678627014,36%-53%,0.2587624490261078,23%-29%,0.0046494994312524796,0%-1%,0.13833634555339813,9%-19%,0.11920849233865738,8%-16%,0,0%-1%
900,West Virginia,Mingo County School District,4000,0.344470351934433,0.31270071864128113,24%-39%,0.21337394416332245,18%-25%,0.011604159139096737,0%-2%,0.1601378321647644,12%-20%,0.07199999690055847,5%-10%,0,0%-1%
930,West Virginia,Monongalia School District,11811,0.1307276487350464,0.27890485525131226,24%-31%,0.27290868759155273,26%-29%,0.031192094087600708,2%-4%,0.054377827793359756,4%-7%,0.06146812438964844,5%-8%,0.011853356845676899,0%-2%
960,West Virginia,Monroe County School District,2054,0.20328031480312347,0.231714129447937,14%-33%,0.2634753882884979,22%-31%,0.008704734966158867,0%-2%,0.15811164677143097,9%-23%,0.07205452769994736,3%-12%,0,0%-2%
990,West Virginia,Morgan County School District,2560,0.17331163585186005,0.14917825162410736,7%-23%,0.29776477813720703,25%-35%,0.0195367019623518,1%-3%,0.13353565335273743,4%-22%,0.02773437462747097,0%-5%,0.00390625,0%-2%
1020,West Virginia,Nicholas County School District,3802,0.23671752214431763,0.38266706466674805,29%-47%,0.30559539794921875,27%-34%,0.018239114433526993,1%-3%,0.15217815339565277,9%-22%,0.028669120743870735,1%-5%,0,0%-1%
1050,West Virginia,Ohio County School District,5866,0.1614779382944107,0.3889119625091553,33%-44%,0.3307350277900696,31%-36%,0.009048469364643097,0%-1%,0.18753105401992798,14%-24%,0.028639618307352066,2%-4%,0,0%-1%
1080,West Virginia,Pendleton County School District,949,0.19470898807048798,0.3217189311981201,21%-43%,0.1768270879983902,14%-21%,0.012682308442890644,0%-3%,0.21276596188545227,14%-29%,0.03688092902302742,1%-7%,0,0%-3%
1110,West Virginia,Pleasants County School District,1083,0.150390625,0.2900843918323517,20%-38%,0.22736285626888275,18%-28%,0.007319623604416847,0%-2%,0.2403913289308548,14%-34%,0.04247460886836052,1%-7%,0,0%-3%
1140,West Virginia,Pocahontas County School District,1077,0.24739336967468262,0.3415682017803192,25%-43%,0.30709341168403625,26%-35%,0.007823414169251919,0%-2%,0.1432432383298874,8%-21%,0.10584957897663116,6%-15%,0,0%-3%
1170,West Virginia,Preston County School District,4771,0.20680244266986847,0.2533892095088959,20%-31%,0.24025492370128632,22%-26%,0.01663571037352085,1%-2%,0.07937480509281158,5%-11%,0.06413749605417252,4%-9%,0.017396772280335426,0%-5%
1200,West Virginia,Putnam County School District,9692,0.1195368692278862,0.26340022683143616,22%-31%,0.28484871983528137,26%-31%,0.011077775619924068,1%-2%,0.15589265525341034,12%-19%,0.03435823321342468,2%-5%,0,0%-1%
1230,West Virginia,Raleigh County School District,11664,0.2213793694972992,0.3363201320171356,29%-38%,0.3308800458908081,30%-36%,0.01237186323851347,1%-2%,0.12615732848644257,10%-15%,0.08153292536735535,6%-10%,0.004458162002265453,0%-1%
1260,West Virginia,Randolph County School District,4020,0.2201511263847351,0.32541078329086304,25%-40%,0.25601905584335327,23%-29%,0.009418873116374016,0%-1%,0.11307678371667862,7%-16%,0.05049751326441765,3%-7%,0,0%-1%
1290,West Virginia,Ritchie County School District,1498,0.23865199089050293,0.330143541097641,24%-42%,0.2527531683444977,21%-29%,0.00839694682508707,0%-2%,0.19081272184848785,12%-27%,0.09345794469118118,5%-14%,0,0%-2%
1320,West Virginia,Roane County School District,2369,0.2835283577442169,0.26613757014274597,19%-35%,0.25827082991600037,22%-30%,0.014791336841881275,0%-3%,0.15124958753585815,9%-21%,0.09497678279876709,6%-13%,0,0%-2%
1350,West Virginia,Summers County School District,1742,0.3275434374809265,0.2891332507133484,20%-38%,0.27699530124664307,23%-32%,0.017671706154942513,0%-3%,0.3388540744781494,23%-45%,0.04879448935389519,1%-9%,0,0%-2%
1380,West Virginia,Taylor County School District,2538,0.19928258657455444,0.29853323101997375,21%-38%,0.2699503004550934,23%-31%,0.005854976829141378,0%-1%,0.078985296189785,2%-13%,0.05673758685588837,2%-9%,0,0%-1%
1410,West Virginia,Tucker County School District,765,0.19667944312095642,0.23903177678585052,15%-33%,0.23217855393886566,19%-27%,0.00773445051163435,0%-2%,0.059633027762174606,3%-9%,0.0784313753247261,3%-13%,0,0%-4%
1440,West Virginia,Tyler County School District,1304,0.20722134411334991,0.301247775554657,21%-39%,0.22792735695838928,19%-27%,0.004548211116343737,0%-2%,0.14099660515785217,8%-20%,0.02760736271739006,1%-5%,0,0%-2%
1470,West Virginia,Upshur County School District,3622,0.2364518791437149,0.38004595041275024,31%-45%,0.25172412395477295,22%-28%,0.01642141118645668,1%-3%,0.17414036393165588,11%-24%,0.052733294665813446,2%-9%,0,0%-1%
1500,West Virginia,Wayne County School District,6439,0.2315254807472229,0.2947135865688324,24%-35%,0.26904693245887756,24%-30%,0.007595417555421591,0%-1%,0.20116211473941803,15%-25%,0.09892840683460236,8%-12%,0.00528032286092639,0%-1%
1530,West Virginia,Webster County School District,1276,0.33939874172210693,0.6150442361831665,47%-76%,0.20207427442073822,16%-25%,0.003935975022614002,0%-1%,0.30912259221076965,13%-48%,0.050940439105033875,1%-9%,0,0%-3%
1560,West Virginia,Wetzel County School District,2393,0.22633002698421478,0.5214285850524902,42%-62%,0.26345351338386536,23%-30%,0.008996774442493916,0%-2%,0.17652611434459686,11%-24%,0.07271207869052887,4%-10%,0,0%-2%
1590,West Virginia,Wirt County School District,966,0.24579831957817078,0.37214887142181396,19%-55%,0.3043684661388397,25%-36%,0,0%-2%,0.13139259815216064,5%-21%,0.20807453989982605,9%-33%,0,0%-3%
1620,West Virginia,Wood County School District,13101,0.1884959191083908,0.34286972880363464,31%-38%,0.3149886429309845,30%-33%,0.011771892197430134,1%-2%,0.11810628324747086,9%-15%,0.06877337396144867,5%-8%,0,0%-0%
1650,West Virginia,Wyoming County School District,3376,0.26015505194664,0.3312636911869049,25%-41%,0.25049278140068054,21%-29%,0.0189278032630682,1%-3%,0.13995584845542908,9%-19%,0.11344786733388901,8%-15%,0,0%-1%
13,Wisconsin,Lake Country School District,510,0.06342494487762451,0.1590413898229599,8%-24%,0.26530611515045166,20%-33%,0.01297297328710556,0%-3%,0.027100270614027977,0%-7%,0.03333333507180214,0%-8%,0,0%-4%
16,Wisconsin,Blair-Taylor School District,653,0.13077938556671143,0.27184465527534485,16%-39%,0.15707316994667053,14%-18%,0.017667844891548157,1%-3%,0.23730570077896118,14%-33%,0.04747319966554642,2%-7%,0.036753445863723755,0%-8%
17,Wisconsin,River Ridge School District,744,0.19645732641220093,0.1961366981267929,15%-24%,0.2622298002243042,24%-29%,0.018288223072886467,1%-3%,0.19712071120738983,12%-27%,0.04032257944345474,2%-6%,0,0%-2%
30,Wisconsin,Abbotsford School District,852,0.1366906464099884,0.3621346950531006,25%-47%,0.20268692076206207,17%-24%,0.03975994139909744,1%-7%,0.08432630449533463,5%-12%,0.06338027864694595,3%-10%,0.14436618983745575,7%-22%
52,Wisconsin,Trevor-Wilmot Consolidated School District,675,0.06844106316566467,0.19480518996715546,5%-34%,0.333042711019516,25%-42%,0,0%-2%,0,0%-2%,0,0%-2%,0,0%-3%
56,Wisconsin,Gresham School District,301,0.15294118225574493,0.20817844569683075,14%-28%,0.2688564360141754,22%-31%,0.029282577335834503,0%-6%,0.06650831550359726,3%-11%,0.049833886325359344,1%-9%,0,0%-6%
58,Wisconsin,Chequamegon School District,745,0.17721518874168396,0.39376771450042725,31%-48%,0.24715222418308258,21%-28%,0.020813319832086563,1%-3%,0.06707946211099625,3%-10%,0.025503356009721756,1%-4%,0.004026845563203096,0%-3%
60,Wisconsin,Adams-Friendship Area School District,1658,0.23159898817539215,0.3298739790916443,26%-40%,0.3314617872238159,30%-36%,0.019790256395936012,1%-3%,0.1304558664560318,9%-17%,0.11338962614536285,8%-15%,0.001809408888220787,0%-2%
61,Wisconsin,Chetek-Weyerhaeuser Area School District,1119,0.15669013559818268,0.2293388396501541,18%-28%,0.24930256605148315,23%-27%,0.012897678650915623,0%-2%,0.21821756660938263,13%-30%,0.04915102943778038,3%-7%,0.007149240467697382,0%-3%
75,Wisconsin,Herman-Neosho-Rubicon School District,744,0.10602910816669464,0.21791045367717743,15%-29%,0.16567841172218323,14%-19%,0.007197943516075611,0%-2%,0.038906414061784744,1%-7%,0.04301075264811516,2%-6%,0,0%-2%
120,Wisconsin,Albany School District,513,0.0882352963089943,0.1717391312122345,9%-26%,0.22469879686832428,19%-26%,0.017713366076350212,0%-3%,0.08751793205738068,4%-14%,0.03703703731298447,2%-6%,0.027290448546409607,0%-7%
150,Wisconsin,Algoma School District,808,0.12242090702056885,0.15672676265239716,8%-24%,0.18367347121238708,15%-22%,0.009117082692682743,0%-2%,0.060039371252059937,2%-10%,0.04826732724905014,2%-8%,0,0%-3%
180,Wisconsin,Alma School District,198,0.10614524781703949,0.2857142984867096,13%-44%,0.23775388300418854,20%-27%,0,0%-3%,0.047445256263017654,0%-9%,0.07575757801532745,2%-13%,0,0%-9%
210,Wisconsin,Alma Center School District,544,0.15452930331230164,0.3127962052822113,19%-43%,0.3106468915939331,25%-37%,0.02346278354525566,0%-4%,0.06712328642606735,2%-11%,0.0882352963089943,5%-13%,0.07352941483259201,2%-13%
240,Wisconsin,Almond-Bancroft School District,523,0.11677282303571701,0.3472803235054016,23%-47%,0.23035851120948792,20%-26%,0.031683169305324554,0%-6%,0.12970711290836334,6%-20%,0.03824091702699661,1%-7%,0.011472275480628014,0%-5%
270,Wisconsin,Altoona School District,1716,0.10131332278251648,0.2323298454284668,14%-33%,0.2562130093574524,20%-31%,0.004068141337484121,0%-1%,0.06024607643485069,2%-10%,0.110139861702919,4%-18%,0.017482517287135124,0%-5%
300,Wisconsin,Amery School District,1529,0.09660226851701736,0.3068261742591858,23%-38%,0.25122275948524475,22%-28%,0.005461638327687979,0%-1%,0.07004471123218536,4%-10%,0.05232178047299385,2%-8%,0,0%-2%
330,Wisconsin,Tomorrow River School District,860,0.06989247351884842,0.20942407846450806,16%-26%,0.22330887615680695,20%-25%,0.008682329207658768,0%-2%,0.05464006960391998,3%-8%,0.024418605491518974,1%-4%,0,0%-2%
360,Wisconsin,Antigo School District,2760,0.1821589171886444,0.34111595153808594,27%-41%,0.2890303134918213,26%-32%,0.009227066300809383,0%-2%,0.1891094446182251,13%-24%,0.06449275463819504,4%-9%,0.0260869562625885,0%-5%
390,Wisconsin,Appleton Area School District,16363,0.09127575159072876,0.2829388976097107,25%-31%,0.28168824315071106,27%-30%,0.018089687451720238,1%-2%,0.07501111924648285,6%-9%,0.05133533105254173,4%-6%,0.03740145266056061,2%-5%
420,Wisconsin,Arcadia School District,1167,0.07030527293682098,0.215485081076622,15%-29%,0.15270936489105225,13%-18%,0.0455612950026989,3%-7%,0.17780429124832153,10%-25%,0.040274206548929214,2%-6%,0.12253642082214355,6%-18%
450,Wisconsin,Argyle School District,376,0.14912280440330505,0.2993827164173126,20%-40%,0.21104536950588226,17%-25%,0.01550387591123581,0%-4%,0.09670782089233398,5%-14%,0.02393617108464241,0%-5%,0,0%-5%
510,Wisconsin,Ashland School District,2204,0.19482353329658508,0.3188854455947876,27%-37%,0.3048780560493469,27%-34%,0.01726190559566021,1%-2%,0.1287699043750763,9%-16%,0.057168785482645035,3%-8%,0,0%-1%
540,Wisconsin,Ashwaubenon School District,2334,0.06767486035823822,0.3363334834575653,27%-40%,0.3115565776824951,28%-35%,0.008074982091784477,0%-2%,0.05462313070893288,2%-8%,0.10925450176000595,7%-15%,0,0%-1%
570,Wisconsin,Athens School District,730,0.1379716992378235,0.09048362076282501,6%-12%,0.15676230192184448,13%-18%,0.039007093757390976,2%-6%,0.4454713463783264,34%-55%,0.02054794505238533,1%-4%,0.039726026356220245,0%-10%
600,Wisconsin,Auburndale School District,893,0.13657957315444946,0.16299019753932953,13%-20%,0.18784067034721375,17%-21%,0.03720405697822571,2%-6%,0.22166666388511658,12%-32%,0.05935050547122955,4%-8%,0.01791713386774063,0%-5%
630,Wisconsin,Augusta School District,863,0.2705099880695343,0.12096773833036423,8%-16%,0.18385416269302368,15%-21%,0.03194888308644295,1%-5%,0.3142402470111847,20%-43%,0.06488991528749466,4%-9%,0.0034762455616146326,0%-2%
